id	uuid	filename	href	default_img	product_id	created_at	updated_at
51	f4319625-2e52-11eb-bc79-275aa1ef5ea7	orientel-big-bird-mounth-double-cip-car-mount-holder-for-mobile-original-imae6eadjmv4krts.jpeg	http://img5a.flixcart.com/image/car-cradle/h/2/x/orientel-big-bird-mounth-double-cip-car-mount-holder-for-mobile-original-imae6eadjmv4krts.jpeg	f	14	2020-11-24 12:45:38.3654+00	NULL
52	f4319626-2e52-11eb-bc79-275aa1ef5ea7	vizio-car-mobile-stand-holder-original-imadzmj2ugvzem4x.jpeg	http://img6a.flixcart.com/image/car-cradle/y/q/z/vizio-car-mobile-stand-holder-original-imadzmj2ugvzem4x.jpeg	t	15	2020-11-24 12:45:38.3654+00	NULL
53	f4319627-2e52-11eb-bc79-275aa1ef5ea7	vizio-car-mobile-stand-holder-original-imadzmj2dadtrze7.jpeg	http://img6a.flixcart.com/image/car-cradle/y/q/z/vizio-car-mobile-stand-holder-original-imadzmj2dadtrze7.jpeg	f	15	2020-11-24 12:45:38.3654+00	NULL
54	f4319628-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zub86zhgh9w.jpeg	http://img6a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zub86zhgh9w.jpeg	t	16	2020-11-24 12:45:38.3654+00	NULL
55	f4319629-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zub86zhgh9w.jpeg	http://img5a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zub86zhgh9w.jpeg	f	16	2020-11-24 12:45:38.3654+00	NULL
56	f431962a-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zuazuf4fwxz.jpeg	http://img6a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zuazuf4fwxz.jpeg	f	16	2020-11-24 12:45:38.3654+00	NULL
57	f431962b-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zubnpywgyhb.jpeg	http://img5a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zubnpywgyhb.jpeg	f	16	2020-11-24 12:45:38.3654+00	NULL
58	f431962c-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zubvgbb6wvm.jpeg	http://img5a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zubvgbb6wvm.jpeg	f	16	2020-11-24 12:45:38.3654+00	NULL
59	f431962d-2e52-11eb-bc79-275aa1ef5ea7	neopack-car-dashboard-mobile-holder-original-imae9zuav4zzfamu.jpeg	http://img6a.flixcart.com/image/car-cradle/z/s/g/neopack-car-dashboard-mobile-holder-original-imae9zuav4zzfamu.jpeg	f	16	2020-11-24 12:45:38.3654+00	NULL
60	f431962e-2e52-11eb-bc79-275aa1ef5ea7	fly-universal-mobile-holder-crystal-edition-for-car-windshield-400x400-imadrryqtwhynruz.jpeg	http://img5a.flixcart.com/image/car-cradle/z/4/2/fly-universal-mobile-holder-crystal-edition-for-car-windshield-400x400-imadrryqtwhynruz.jpeg	t	17	2020-11-24 12:45:38.3654+00	NULL
61	f431962f-2e52-11eb-bc79-275aa1ef5ea7	fly-universal-mobile-holder-crystal-edition-for-car-windshield-original-imadrryqtwhynruz.jpeg	http://img6a.flixcart.com/image/car-cradle/z/4/2/fly-universal-mobile-holder-crystal-edition-for-car-windshield-original-imadrryqtwhynruz.jpeg	f	17	2020-11-24 12:45:38.3654+00	NULL
62	f4319630-2e52-11eb-bc79-275aa1ef5ea7	obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45ubuxyhkdz.jpeg	http://img6a.flixcart.com/image/car-cradle/mount/3/r/n/obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45ubuxyhkdz.jpeg	t	18	2020-11-24 12:45:38.3654+00	NULL
63	f4319631-2e52-11eb-bc79-275aa1ef5ea7	obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45ut2sm3ayf.jpeg	http://img6a.flixcart.com/image/car-cradle/mount/3/r/n/obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45ut2sm3ayf.jpeg	f	18	2020-11-24 12:45:38.3654+00	NULL
64	f4319632-2e52-11eb-bc79-275aa1ef5ea7	obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45u3vbgddbv.jpeg	http://img6a.flixcart.com/image/car-cradle/mount/3/r/n/obs-360-rotating-supper-vaccum-suction-car-mount-holder-stand-original-imaea45u3vbgddbv.jpeg	f	18	2020-11-24 12:45:38.3654+00	NULL
65	f4319633-2e52-11eb-bc79-275aa1ef5ea7	shopaholic-dual-car-mount-jhd-20hd12-1100x1100-imae8dvdgdxhghrz.jpeg	http://img6a.flixcart.com/image/car-cradle/n/y/j/shopaholic-dual-car-mount-jhd-20hd12-1100x1100-imae8dvdgdxhghrz.jpeg	t	19	2020-11-24 12:45:38.3654+00	NULL
66	f4319634-2e52-11eb-bc79-275aa1ef5ea7	shopaholic-dual-car-mount-jhd-20hd12-original-imae8dvdgdxhghrz.jpeg	http://img5a.flixcart.com/image/car-cradle/n/y/j/shopaholic-dual-car-mount-jhd-20hd12-original-imae8dvdgdxhghrz.jpeg	f	19	2020-11-24 12:45:38.3654+00	NULL
67	f4319635-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	http://img5a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	t	20	2020-11-24 12:45:38.3654+00	NULL
68	f4319636-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	http://img6a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	f	20	2020-11-24 12:45:38.3654+00	NULL
69	f4319637-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkwvvghyhh.jpeg	http://img5a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkwvvghyhh.jpeg	f	20	2020-11-24 12:45:38.3654+00	NULL
70	f4319638-2e52-11eb-bc79-275aa1ef5ea7	smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmxnaruezf.jpeg	http://img6a.flixcart.com/image/car-cradle/6/h/y/smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmxnaruezf.jpeg	t	21	2020-11-24 12:45:38.3654+00	NULL
71	f4319639-2e52-11eb-bc79-275aa1ef5ea7	smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmxnaruezf.jpeg	http://img5a.flixcart.com/image/car-cradle/6/h/y/smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmxnaruezf.jpeg	f	21	2020-11-24 12:45:38.3654+00	NULL
72	f431963a-2e52-11eb-bc79-275aa1ef5ea7	smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmwmebruvd.jpeg	http://img5a.flixcart.com/image/car-cradle/6/h/y/smiledrive-car-rear-view-mirror-phone-hanger-multi-purpose-stand-original-imae7ndmwmebruvd.jpeg	f	21	2020-11-24 12:45:38.3654+00	NULL
73	f431963b-2e52-11eb-bc79-275aa1ef5ea7	smiledrive-flexible-mobile-spiderpod-holder-use-it-in-car-many-1100x1100-imae6tc2fmcdmyhy.jpeg	http://img5a.flixcart.com/image/car-cradle/z/g/b/smiledrive-flexible-mobile-spiderpod-holder-use-it-in-car-many-1100x1100-imae6tc2fmcdmyhy.jpeg	t	22	2020-11-24 12:45:38.3654+00	NULL
74	f431963c-2e52-11eb-bc79-275aa1ef5ea7	smiledrive-flexible-mobile-spiderpod-holder-use-it-in-car-many-original-imae6tc2fmcdmyhy.jpeg	http://img5a.flixcart.com/image/car-cradle/z/g/b/smiledrive-flexible-mobile-spiderpod-holder-use-it-in-car-many-original-imae6tc2fmcdmyhy.jpeg	f	22	2020-11-24 12:45:38.3654+00	NULL
75	f431963d-2e52-11eb-bc79-275aa1ef5ea7	gear-x-sports-mount-2-original-imadzy3rgcghwskg.jpeg	http://img6a.flixcart.com/image/car-cradle/4/d/u/gear-x-sports-mount-2-original-imadzy3rgcghwskg.jpeg	t	23	2020-11-24 12:45:38.3654+00	NULL
76	f431963e-2e52-11eb-bc79-275aa1ef5ea7	gear-x-sports-mount-2-original-imadzy3rbpsqpnsp.jpeg	http://img6a.flixcart.com/image/car-cradle/4/d/u/gear-x-sports-mount-2-original-imadzy3rbpsqpnsp.jpeg	f	23	2020-11-24 12:45:38.3654+00	NULL
77	f431963f-2e52-11eb-bc79-275aa1ef5ea7	gear-x-sports-mount-2-original-imadzy3rgawrgg2r.jpeg	http://img5a.flixcart.com/image/car-cradle/4/d/u/gear-x-sports-mount-2-original-imadzy3rgawrgg2r.jpeg	f	23	2020-11-24 12:45:38.3654+00	NULL
78	f4319640-2e52-11eb-bc79-275aa1ef5ea7	gear-x-sports-mount-2-original-imadzy3rhhjc6zqe.jpeg	http://img6a.flixcart.com/image/car-cradle/4/d/u/gear-x-sports-mount-2-original-imadzy3rhhjc6zqe.jpeg	f	23	2020-11-24 12:45:38.3654+00	NULL
79	f4319641-2e52-11eb-bc79-275aa1ef5ea7	gear-x-sports-mount-2-original-imae2jwd2jzzp48b.jpeg	http://img6a.flixcart.com/image/car-cradle/4/d/u/gear-x-sports-mount-2-original-imae2jwd2jzzp48b.jpeg	f	23	2020-11-24 12:45:38.3654+00	NULL
80	f4319642-2e52-11eb-bc79-275aa1ef5ea7	pindia-set-of-3-lazy-mobile-holder-accessory-original-imae5n6v52h2qgbn.jpeg	http://img6a.flixcart.com/image/car-cradle/x/5/p/pindia-set-of-3-lazy-mobile-holder-accessory-original-imae5n6v52h2qgbn.jpeg	t	24	2020-11-24 12:45:38.3654+00	NULL
81	f4319643-2e52-11eb-bc79-275aa1ef5ea7	pindia-set-of-3-lazy-mobile-holder-accessory-original-imae5n6v52h2qgbn.jpeg	http://img5a.flixcart.com/image/car-cradle/x/5/p/pindia-set-of-3-lazy-mobile-holder-accessory-original-imae5n6v52h2qgbn.jpeg	f	24	2020-11-24 12:45:38.3654+00	NULL
82	f4319644-2e52-11eb-bc79-275aa1ef5ea7	capdase-car-headrest-mount-1100x1100-imaeasg6rgqxvag2.jpeg	http://img6a.flixcart.com/image/car-cradle/3/x/r/capdase-car-headrest-mount-1100x1100-imaeasg6rgqxvag2.jpeg	t	25	2020-11-24 12:45:38.3654+00	NULL
83	f4319645-2e52-11eb-bc79-275aa1ef5ea7	capdase-car-headrest-mount-original-imaeasg6rgqxvag2.jpeg	http://img6a.flixcart.com/image/car-cradle/3/x/r/capdase-car-headrest-mount-original-imaeasg6rgqxvag2.jpeg	f	25	2020-11-24 12:45:38.3654+00	NULL
84	f4319646-2e52-11eb-bc79-275aa1ef5ea7	capdase-car-headrest-mount-original-imaeasg4wpvbzc92.jpeg	http://img6a.flixcart.com/image/car-cradle/3/x/r/capdase-car-headrest-mount-original-imaeasg4wpvbzc92.jpeg	f	25	2020-11-24 12:45:38.3654+00	NULL
85	f4319647-2e52-11eb-bc79-275aa1ef5ea7	fly-mini-clip-mobile-holder-original-imaefe8y97yyqwbp.jpeg	http://img6a.flixcart.com/image/car-cradle/v/a/h/fly-mini-clip-mobile-holder-original-imaefe8y97yyqwbp.jpeg	t	26	2020-11-24 12:45:38.3654+00	NULL
86	f4319648-2e52-11eb-bc79-275aa1ef5ea7	fly-mini-clip-mobile-holder-original-imaefe8y97yyqwbp.jpeg	http://img5a.flixcart.com/image/car-cradle/v/a/h/fly-mini-clip-mobile-holder-original-imaefe8y97yyqwbp.jpeg	f	26	2020-11-24 12:45:38.3654+00	NULL
87	f4319649-2e52-11eb-bc79-275aa1ef5ea7	fly-mini-clip-mobile-holder-original-imaefbsu2myby4cf.jpeg	http://img6a.flixcart.com/image/car-cradle/v/a/h/fly-mini-clip-mobile-holder-original-imaefbsu2myby4cf.jpeg	f	26	2020-11-24 12:45:38.3654+00	NULL
88	f431964a-2e52-11eb-bc79-275aa1ef5ea7	amaze-mobile-car-mobile-holder-for-karbonn-a14-original-imae8ukfxtz4ygyn.jpeg	http://img6a.flixcart.com/image/car-cradle/p/f/q/amaze-mobile-car-mobile-holder-for-karbonn-a14-original-imae8ukfxtz4ygyn.jpeg	t	27	2020-11-24 12:45:38.3654+00	NULL
89	f431964b-2e52-11eb-bc79-275aa1ef5ea7	amaze-mobile-car-mobile-holder-for-karbonn-a14-original-imae8ukfxtz4ygyn.jpeg	http://img5a.flixcart.com/image/car-cradle/p/f/q/amaze-mobile-car-mobile-holder-for-karbonn-a14-original-imae8ukfxtz4ygyn.jpeg	f	27	2020-11-24 12:45:38.3654+00	NULL
90	f431964c-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-1100x1100-imae5kzxwzx7cb5u.jpeg	http://img5a.flixcart.com/image/car-cradle/2/z/e/amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-1100x1100-imae5kzxwzx7cb5u.jpeg	t	28	2020-11-24 12:45:38.3654+00	NULL
91	f431964d-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-original-imae5kzxwzx7cb5u.jpeg	http://img5a.flixcart.com/image/car-cradle/2/z/e/amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-original-imae5kzxwzx7cb5u.jpeg	f	28	2020-11-24 12:45:38.3654+00	NULL
92	f431964e-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-original-imae5kzxxmfeaygh.jpeg	http://img6a.flixcart.com/image/car-cradle/2/z/e/amzer-swiveling-air-vent-mount-for-lg-g-pro-2-f350-original-imae5kzxxmfeaygh.jpeg	f	28	2020-11-24 12:45:38.3654+00	NULL
93	f431964f-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-htc-one-m8-1100x1100-imae5kznfjk6kvgw.jpeg	http://img5a.flixcart.com/image/car-cradle/f/t/u/amzer-swiveling-air-vent-mount-for-htc-one-m8-1100x1100-imae5kznfjk6kvgw.jpeg	t	29	2020-11-24 12:45:38.3654+00	NULL
94	f4319650-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-htc-one-m8-original-imae5kznfjk6kvgw.jpeg	http://img5a.flixcart.com/image/car-cradle/f/t/u/amzer-swiveling-air-vent-mount-for-htc-one-m8-original-imae5kznfjk6kvgw.jpeg	f	29	2020-11-24 12:45:38.3654+00	NULL
95	f4319651-2e52-11eb-bc79-275aa1ef5ea7	amzer-swiveling-air-vent-mount-for-htc-one-m8-original-imae5kznwjftfshu.jpeg	http://img5a.flixcart.com/image/car-cradle/f/t/u/amzer-swiveling-air-vent-mount-for-htc-one-m8-original-imae5kznwjftfshu.jpeg	f	29	2020-11-24 12:45:38.3654+00	NULL
96	f4319652-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	http://img5a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	t	30	2020-11-24 12:45:38.3654+00	NULL
97	f4319653-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	http://img6a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkzfdthz9e.jpeg	f	30	2020-11-24 12:45:38.3654+00	NULL
98	f4319654-2e52-11eb-bc79-275aa1ef5ea7	cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkwvvghyhh.jpeg	http://img5a.flixcart.com/image/car-cradle/b/j/2/cezzar-fashion-mobile-holder-for-lenovo-rocstar-a319-original-imae8qdkwvvghyhh.jpeg	f	30	2020-11-24 12:45:38.3654+00	NULL
99	f4319655-2e52-11eb-bc79-275aa1ef5ea7	softarts-universal-stand-for-android-mobiles-original-imaeffgt2zs2g3yq.jpeg	http://img6a.flixcart.com/image/car-cradle/d/p/q/softarts-universal-stand-for-android-mobiles-original-imaeffgt2zs2g3yq.jpeg	t	31	2020-11-24 12:45:38.3654+00	NULL
100	f4319656-2e52-11eb-bc79-275aa1ef5ea7	softarts-universal-stand-for-android-mobiles-original-imaeffgt2zs2g3yq.jpeg	http://img5a.flixcart.com/image/car-cradle/d/p/q/softarts-universal-stand-for-android-mobiles-original-imaeffgt2zs2g3yq.jpeg	f	31	2020-11-24 12:45:38.3654+00	NULL
